name,description,archetype,variant_label,timeframe_label,session_label,strategy_family,direction_mode,direction_role,realized_pnl,closed_trades,win_rate_pct,profit_factor,max_drawdown_pct,total_costs,expectancy,sharpe_ratio,sortino_ratio,calmar_ratio,avg_win,avg_loss,payoff_ratio,avg_hold_bars,dominant_exit,dominant_exit_share_pct,component_count,combo_outperformance_score,combo_trade_overlap_pct,best_regime,best_unified_regime,best_regime_pnl,worst_regime,worst_unified_regime,worst_regime_pnl,dominant_regime_share_pct,regime_stability_score,regime_loss_ratio,regime_trade_count_by_label,regime_pnl_by_label,regime_pf_by_label,regime_win_rate_by_label,regime_filter_label,broker_swap_available,broker_swap_long,broker_swap_short,broker_preferred_carry_side,broker_carry_spread,mc_simulations,mc_pnl_median,mc_pnl_p05,mc_pnl_p95,mc_max_drawdown_pct_median,mc_max_drawdown_pct_p95,mc_loss_probability_pct,walk_forward_windows,walk_forward_pass_rate_pct,walk_forward_avg_validation_pnl,walk_forward_avg_test_pnl,walk_forward_avg_validation_pf,walk_forward_avg_test_pf,train_pnl,validation_pnl,validation_profit_factor,validation_closed_trades,test_pnl,test_profit_factor,test_closed_trades,trade_log_path,trade_analysis_path
xauusd_vwap_reclaim__15m_us__exit_fastfail,XAUUSD VWAP reclaim after oversold washout [15m_us] with fast-fail exits,entry_exit_family,15m_us,15m,us,xauusd_vwap_reclaim__15m_us__exit_fastfail,long_only,long_leg,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-87.07000,13.23000,short,-100.30000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\xauusd\candidates\xauusd_vwap_reclaim__15m_us__exit_fastfail_15m_us_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\xauusd_vwap_reclaim__15m_us__exit_fastfail_15m_us_symbol_candidate_analysis.txt
trend__15m_overlap,EMA trend continuation [15m_overlap],single,15m_overlap,15m,overlap,trend,both,combined,-28.30098,9,22.22222,0.97532,1.05093,5.92675,-3.14455,-0.00838,-0.01727,-0.02693,559.23525,-163.82450,3.41362,29.77778,trailing_stop,55.55556,1,0.00000,0.00000,trend_up_vol_high,trend_expansion,501.17224,trend_up_vol_mid,orderly_trend,-529.47321,66.66667,0.48627,1.05647,"{""trend_up_vol_high"": 6, ""trend_up_vol_mid"": 3}","{""trend_up_vol_high"": 501.1722372260622, ""trend_up_vol_mid"": -529.4732144731805}","{""trend_up_vol_high"": 1.8118801972202463, ""trend_up_vol_mid"": 0.0}","{""trend_up_vol_high"": 33.33333333333333, ""trend_up_vol_mid"": 0.0}",,1,-87.07000,13.23000,short,-100.30000,500,-163.28508,-1478.26859,1879.40444,0.83502,1.51139,56.40000,2,0.00000,-491.49214,-142.88560,0.00000,0.78817,-313.66574,-699.52891,0.00000,3,132.04968,1.29243,4,artifacts\research\xauusd\candidates\trend__15m_overlap_15m_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\trend__15m_overlap_15m_overlap_symbol_candidate_analysis.txt
momentum__15m_overlap,Momentum confirmation [15m_overlap],single,15m_overlap,15m,overlap,momentum,both,combined,1575.92871,4,50.00000,5.75353,1.09780,2.78642,393.98218,0.39691,2.17386,1.43553,953.72855,-165.76419,5.75353,194.25000,trailing_stop,50.00000,1,0.00000,0.00000,trend_up_vol_high,trend_expansion,1873.46975,trend_flat_vol_mid,orderly_range,-239.03674,25.00000,0.85193,0.12759,"{""trend_flat_vol_high"": 1, ""trend_flat_vol_mid"": 1, ""trend_up_vol_high"": 1, ""trend_up_vol_mid"": 1}","{""trend_flat_vol_high"": 33.987345527154694, ""trend_flat_vol_mid"": -239.03674062583357, ""trend_up_vol_high"": 1873.4697483566467, ""trend_up_vol_mid"": -92.49164194385024}","{""trend_flat_vol_high"": 999.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 999.0, ""trend_up_vol_mid"": 0.0}","{""trend_flat_vol_high"": 100.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 100.0, ""trend_up_vol_mid"": 0.0}",,1,-87.07000,13.23000,short,-100.30000,500,1449.44972,-542.90173,5381.37250,0.27738,0.66306,31.00000,2,0.00000,13.23645,604.20004,499.97595,2.73536,-331.52838,-26.75522,0.95190,3,388.11344,2.15206,4,artifacts\research\xauusd\candidates\momentum__15m_overlap_15m_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\momentum__15m_overlap_15m_overlap_symbol_candidate_analysis.txt
mean_reversion__15m_overlap,Intraday mean reversion [15m_overlap],single,15m_overlap,15m,overlap,mean_reversion,both,combined,202.87974,4,50.00000,1.48578,0.96245,2.77427,50.71994,0.12713,0.18287,0.21079,310.25958,-208.81971,1.48578,225.75000,structure_exit,25.00000,1,0.00000,0.00000,trend_down_vol_high,trend_expansion,549.88175,trend_up_vol_high,trend_expansion,-391.36427,50.00000,0.60292,0.71172,"{""trend_down_vol_high"": 2, ""trend_flat_vol_high"": 1, ""trend_up_vol_high"": 1}","{""trend_down_vol_high"": 549.8817489235568, ""trend_flat_vol_high"": 44.362263332755575, ""trend_up_vol_high"": -391.3642697111799}","{""trend_down_vol_high"": 21.927831427349066, ""trend_flat_vol_high"": 999.0, ""trend_up_vol_high"": 0.0}","{""trend_down_vol_high"": 50.0, ""trend_flat_vol_high"": 100.0, ""trend_up_vol_high"": 0.0}",,1,-87.07000,13.23000,short,-100.30000,500,132.24234,-835.27882,1337.10640,0.39136,0.83528,41.40000,2,0.00000,-143.87374,237.32989,0.00000,499.58302,-373.27715,-287.74749,0.00000,2,596.08241,999.00000,2,artifacts\research\xauusd\candidates\mean_reversion__15m_overlap_15m_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\mean_reversion__15m_overlap_15m_overlap_symbol_candidate_analysis.txt
volatility_breakout__15m_overlap,Generic volatility breakout [15m_overlap],single,15m_overlap,15m,overlap,volatility_breakout,long_only,long_leg,418.85375,4,50.00000,3.08899,0.25729,2.71200,104.71344,0.31579,0.85623,1.62797,309.67948,-100.25261,3.08899,8.25000,trailing_stop,50.00000,1,0.00000,0.00000,trend_up_vol_high,trend_expansion,384.86640,trend_flat_vol_high,dislocated_chop,33.98735,75.00000,1.00000,0.00000,"{""trend_flat_vol_high"": 1, ""trend_up_vol_high"": 3}","{""trend_flat_vol_high"": 33.987345527154694, ""trend_up_vol_high"": 384.8664013384816}","{""trend_flat_vol_high"": 999.0, ""trend_up_vol_high"": 2.9194832930705443}","{""trend_flat_vol_high"": 100.0, ""trend_up_vol_high"": 33.33333333333333}",,1,-87.07000,13.23000,short,-100.30000,500,418.85375,-401.01042,1585.82235,0.17029,0.40101,28.80000,2,0.00000,-85.14624,500.22537,0.00000,501.21872,-30.21272,-170.29249,0.00000,1,585.37161,999.00000,1,artifacts\research\xauusd\candidates\volatility_breakout__15m_overlap_15m_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\volatility_breakout__15m_overlap_15m_overlap_symbol_candidate_analysis.txt
opening_range_breakout__15m_overlap,Opening range breakout [15m_overlap],single,15m_overlap,15m,overlap,opening_range_breakout,long_only,long_leg,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-87.07000,13.23000,short,-100.30000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\xauusd\candidates\opening_range_breakout__15m_overlap_15m_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\opening_range_breakout__15m_overlap_15m_overlap_symbol_candidate_analysis.txt
xauusd_volatility_breakout__15m_overlap,XAUUSD-tuned volatility breakout [15m_overlap],single,15m_overlap,15m,overlap,volatility_breakout,long_only,long_leg,266.56700,4,50.00000,1.75559,0.40957,2.71093,66.64175,0.18522,0.37757,0.65084,309.67948,-176.39598,1.75559,8.75000,trailing_stop,50.00000,1,0.00000,0.00000,trend_up_vol_high,trend_expansion,232.57965,trend_flat_vol_high,dislocated_chop,33.98735,75.00000,1.00000,0.00000,"{""trend_flat_vol_high"": 1, ""trend_up_vol_high"": 3}","{""trend_flat_vol_high"": 33.987345527154694, ""trend_up_vol_high"": 232.57965135320447}","{""trend_flat_vol_high"": 999.0, ""trend_up_vol_high"": 1.659254397881354}","{""trend_flat_vol_high"": 100.0, ""trend_up_vol_high"": 33.33333333333333}",,1,-87.07000,13.23000,short,-100.30000,500,254.36001,-681.16995,1573.61536,0.33090,0.68117,32.80000,2,0.00000,-85.14624,500.22537,0.00000,501.21872,-182.49947,-170.29249,0.00000,1,585.37161,999.00000,1,artifacts\research\xauusd\candidates\xauusd_volatility_breakout__15m_overlap_15m_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\xauusd_volatility_breakout__15m_overlap_15m_overlap_symbol_candidate_analysis.txt
xauusd_volatility_breakout_cross_tailwind__15m_overlap,XAUUSD-tuned volatility breakout with cross-asset gold tailwind confirmation [15m_overlap],single,15m_overlap,15m,overlap,volatility_breakout,long_only,long_leg,266.56700,4,50.00000,1.75559,0.40957,2.71093,66.64175,0.18522,0.37757,0.65084,309.67948,-176.39598,1.75559,8.75000,trailing_stop,50.00000,1,0.00000,0.00000,trend_up_vol_high,trend_expansion,232.57965,trend_flat_vol_high,dislocated_chop,33.98735,75.00000,1.00000,0.00000,"{""trend_flat_vol_high"": 1, ""trend_up_vol_high"": 3}","{""trend_flat_vol_high"": 33.987345527154694, ""trend_up_vol_high"": 232.57965135320447}","{""trend_flat_vol_high"": 999.0, ""trend_up_vol_high"": 1.659254397881354}","{""trend_flat_vol_high"": 100.0, ""trend_up_vol_high"": 33.33333333333333}",,1,-87.07000,13.23000,short,-100.30000,500,254.36001,-681.16995,1573.61536,0.33090,0.68117,32.80000,2,0.00000,-85.14624,500.22537,0.00000,501.21872,-182.49947,-170.29249,0.00000,1,585.37161,999.00000,1,artifacts\research\xauusd\candidates\xauusd_volatility_breakout_cross_tailwind__15m_overlap_15m_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\xauusd_volatility_breakout_cross_tailwind__15m_overlap_15m_overlap_symbol_candidate_analysis.txt
xauusd_short_breakdown__15m_overlap,XAUUSD short breakdown continuation [15m_overlap],single,15m_overlap,15m,overlap,xauusd_short_breakdown,short_only,short_leg,-379.22338,1,0.00000,0.00000,0.51333,1.07068,-379.22338,0.00000,0.00000,-0.73876,0.00000,-379.22338,0.00000,4.00000,structure_exit,100.00000,1,0.00000,0.00000,trend_down_vol_high,trend_expansion,-379.22338,trend_down_vol_high,trend_expansion,-379.22338,100.00000,0.00000,999.00000,"{""trend_down_vol_high"": 1}","{""trend_down_vol_high"": -379.22337750436094}","{""trend_down_vol_high"": 0.0}","{""trend_down_vol_high"": 0.0}",,1,-87.07000,13.23000,short,-100.30000,500,-379.22338,-379.22338,-379.22338,0.37922,0.37922,100.00000,2,0.00000,1196.34478,0.00000,4.06854,0.00000,-161.16036,291.11385,1.74669,2,0.00000,0.00000,0,artifacts\research\xauusd\candidates\xauusd_short_breakdown__15m_overlap_15m_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\xauusd_short_breakdown__15m_overlap_15m_overlap_symbol_candidate_analysis.txt
xauusd_vwap_reclaim__15m_overlap,XAUUSD VWAP reclaim after oversold washout [15m_overlap],single,15m_overlap,15m,overlap,xauusd_vwap_reclaim,long_only,long_leg,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-87.07000,13.23000,short,-100.30000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\xauusd\candidates\xauusd_vwap_reclaim__15m_overlap_15m_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\xauusd_vwap_reclaim__15m_overlap_15m_overlap_symbol_candidate_analysis.txt
trend__15m_overlap__exit_trend,EMA trend continuation [15m_overlap] with trend-runner exits,entry_exit_family,15m_overlap,15m,overlap,trend__15m_overlap__exit_trend,both,combined,1591.68597,6,33.33333,3.82566,1.19625,4.02733,265.28099,0.29429,1.62111,1.33057,1077.49157,-140.82429,7.65132,85.33333,trailing_stop,50.00000,1,0.00000,0.00000,trend_up_vol_high,trend_expansion,2121.15918,trend_up_vol_mid,orderly_trend,-529.47321,50.00000,0.80025,0.24962,"{""trend_up_vol_high"": 3, ""trend_up_vol_mid"": 3}","{""trend_up_vol_high"": 2121.1591835108743, ""trend_up_vol_mid"": -529.4732144731805}","{""trend_up_vol_high"": 63.711753295279124, ""trend_up_vol_mid"": 0.0}","{""trend_up_vol_high"": 66.66666666666666, ""trend_up_vol_mid"": 0.0}",,1,-87.07000,13.23000,short,-100.30000,500,1514.92287,-902.86036,5898.34709,0.43698,0.90286,34.00000,2,0.00000,-145.36861,1202.11133,0.48541,499.98567,-313.66574,-7.28184,0.97083,2,-12.93771,0.97135,4,artifacts\research\xauusd\candidates\trend__15m_overlap__exit_trend_15m_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\trend__15m_overlap__exit_trend_15m_overlap_symbol_candidate_analysis.txt
trend__15m_overlap__exit_fastfail,EMA trend continuation [15m_overlap] with fast-fail exits,entry_exit_family,15m_overlap,15m,overlap,trend__15m_overlap__exit_fastfail,both,combined,-28.30098,9,22.22222,0.97532,1.05093,5.92675,-3.14455,-0.00838,-0.01727,-0.02693,559.23525,-163.82450,3.41362,29.77778,trailing_stop,55.55556,1,0.00000,0.00000,trend_up_vol_high,trend_expansion,501.17224,trend_up_vol_mid,orderly_trend,-529.47321,66.66667,0.48627,1.05647,"{""trend_up_vol_high"": 6, ""trend_up_vol_mid"": 3}","{""trend_up_vol_high"": 501.1722372260622, ""trend_up_vol_mid"": -529.4732144731805}","{""trend_up_vol_high"": 1.8118801972202463, ""trend_up_vol_mid"": 0.0}","{""trend_up_vol_high"": 33.33333333333333, ""trend_up_vol_mid"": 0.0}",,1,-87.07000,13.23000,short,-100.30000,500,-163.28508,-1478.26859,1879.40444,0.83502,1.51139,56.40000,2,0.00000,-491.49214,-47.39390,0.00000,0.95994,-313.66574,-699.52891,0.00000,3,164.44686,1.36418,4,artifacts\research\xauusd\candidates\trend__15m_overlap__exit_fastfail_15m_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\trend__15m_overlap__exit_fastfail_15m_overlap_symbol_candidate_analysis.txt
momentum__15m_overlap__exit_trend,Momentum confirmation [15m_overlap] with trend-runner exits,entry_exit_family,15m_overlap,15m,overlap,momentum__15m_overlap__exit_trend,both,combined,1471.93776,4,25.00000,4.66580,1.20180,2.78570,367.98444,0.36563,2.39887,1.22478,1873.46975,-133.84400,13.99741,194.50000,trailing_stop,50.00000,1,0.00000,0.00000,trend_up_vol_high,trend_expansion,1873.46975,trend_flat_vol_mid,orderly_range,-239.03674,25.00000,0.82350,0.12759,"{""trend_flat_vol_high"": 1, ""trend_flat_vol_mid"": 1, ""trend_up_vol_high"": 1, ""trend_up_vol_mid"": 1}","{""trend_flat_vol_high"": -70.00360653108449, ""trend_flat_vol_mid"": -239.03674062583357, ""trend_up_vol_high"": 1873.4697483566467, ""trend_up_vol_mid"": -92.49164194385024}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 999.0, ""trend_up_vol_mid"": 0.0}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 100.0, ""trend_up_vol_mid"": 0.0}",,1,-87.07000,13.23000,short,-100.30000,500,1449.44972,-641.69313,5381.37250,0.33153,0.66306,33.00000,2,0.00000,9.44321,1480.38531,499.94891,500.56253,-331.52838,-34.34171,0.89782,2,484.20508,2.12507,4,artifacts\research\xauusd\candidates\momentum__15m_overlap__exit_trend_15m_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\momentum__15m_overlap__exit_trend_15m_overlap_symbol_candidate_analysis.txt
momentum__15m_overlap__exit_fastfail,Momentum confirmation [15m_overlap] with fast-fail exits,entry_exit_family,15m_overlap,15m,overlap,momentum__15m_overlap__exit_fastfail,both,combined,1575.92871,4,50.00000,5.75353,1.09780,2.78642,393.98218,0.39691,2.17386,1.43553,953.72855,-165.76419,5.75353,194.25000,trailing_stop,50.00000,1,0.00000,0.00000,trend_up_vol_high,trend_expansion,1873.46975,trend_flat_vol_mid,orderly_range,-239.03674,25.00000,0.85193,0.12759,"{""trend_flat_vol_high"": 1, ""trend_flat_vol_mid"": 1, ""trend_up_vol_high"": 1, ""trend_up_vol_mid"": 1}","{""trend_flat_vol_high"": 33.987345527154694, ""trend_flat_vol_mid"": -239.03674062583357, ""trend_up_vol_high"": 1873.4697483566467, ""trend_up_vol_mid"": -92.49164194385024}","{""trend_flat_vol_high"": 999.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 999.0, ""trend_up_vol_mid"": 0.0}","{""trend_flat_vol_high"": 100.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 100.0, ""trend_up_vol_mid"": 0.0}",,1,-87.07000,13.23000,short,-100.30000,500,1449.44972,-542.90173,5381.37250,0.27738,0.66306,31.00000,2,0.00000,13.23645,450.31343,499.97595,2.12248,-331.52838,-26.75522,0.95190,3,303.62080,1.55744,4,artifacts\research\xauusd\candidates\momentum__15m_overlap__exit_fastfail_15m_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\momentum__15m_overlap__exit_fastfail_15m_overlap_symbol_candidate_analysis.txt
mean_reversion__15m_overlap__exit_quick,Intraday mean reversion [15m_overlap] with quick-fail mean reversion exits,entry_exit_family,15m_overlap,15m,overlap,mean_reversion__15m_overlap__exit_quick,both,combined,285.87252,4,75.00000,1.73045,0.87946,2.77485,71.46813,0.18058,0.18261,0.32505,225.74560,-391.36427,0.57682,225.25000,stale_breakout,50.00000,1,0.00000,0.00000,trend_down_vol_high,trend_expansion,632.87453,trend_up_vol_high,trend_expansion,-391.36427,50.00000,0.63376,0.61839,"{""trend_down_vol_high"": 2, ""trend_flat_vol_high"": 1, ""trend_up_vol_high"": 1}","{""trend_down_vol_high"": 632.8745279700371, ""trend_flat_vol_high"": 44.362263332755575, ""trend_up_vol_high"": -391.3642697111799}","{""trend_down_vol_high"": 999.0, ""trend_flat_vol_high"": 999.0, ""trend_up_vol_high"": 0.0}","{""trend_down_vol_high"": 100.0, ""trend_flat_vol_high"": 100.0, ""trend_up_vol_high"": 0.0}",,1,-87.07000,13.23000,short,-100.30000,500,273.51715,-682.26641,1337.10640,0.39097,0.78273,39.40000,2,0.00000,-107.72689,560.40178,0.00000,501.37583,-290.28437,-215.45378,0.00000,2,888.55696,999.00000,2,artifacts\research\xauusd\candidates\mean_reversion__15m_overlap__exit_quick_15m_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\mean_reversion__15m_overlap__exit_quick_15m_overlap_symbol_candidate_analysis.txt
volatility_breakout__15m_overlap__exit_trend,Generic volatility breakout [15m_overlap] with trend-runner exits,entry_exit_family,15m_overlap,15m,overlap,volatility_breakout,long_only,long_leg,548.04251,4,25.00000,3.02597,0.36128,2.71290,137.01063,0.29904,1.27188,1.51696,818.55132,-90.16961,9.07791,12.75000,trailing_stop,50.00000,1,0.00000,0.00000,trend_up_vol_high,trend_expansion,618.04611,trend_flat_vol_high,dislocated_chop,-70.00361,75.00000,0.89826,0.11327,"{""trend_flat_vol_high"": 1, ""trend_up_vol_high"": 3}","{""trend_flat_vol_high"": -70.00360653108449, ""trend_up_vol_high"": 618.0461130690777}","{""trend_flat_vol_high"": 0.0, ""trend_up_vol_high"": 4.082444152717641}","{""trend_flat_vol_high"": 0.0, ""trend_up_vol_high"": 33.33333333333333}",,1,-87.07000,13.23000,short,-100.30000,500,548.04251,-480.59219,2285.36148,0.22884,0.48059,33.00000,2,0.00000,-85.14624,733.40508,0.00000,501.90337,-30.21272,-170.29249,0.00000,1,818.55132,999.00000,1,artifacts\research\xauusd\candidates\volatility_breakout__15m_overlap__exit_trend_15m_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\volatility_breakout__15m_overlap__exit_trend_15m_overlap_symbol_candidate_analysis.txt
volatility_breakout__15m_overlap__exit_fastfail,Generic volatility breakout [15m_overlap] with fast-fail exits,entry_exit_family,15m_overlap,15m,overlap,volatility_breakout,long_only,long_leg,347.15998,4,50.00000,2.73143,0.25729,2.71150,86.79000,0.29213,0.70967,1.34932,273.83260,-100.25261,2.73143,7.25000,trailing_stop,50.00000,1,0.00000,0.00000,trend_up_vol_high,trend_expansion,313.17264,trend_flat_vol_high,dislocated_chop,33.98735,75.00000,1.00000,0.00000,"{""trend_flat_vol_high"": 1, ""trend_up_vol_high"": 3}","{""trend_flat_vol_high"": 33.987345527154694, ""trend_up_vol_high"": 313.17263919833164}","{""trend_flat_vol_high"": 999.0, ""trend_up_vol_high"": 2.56191771143807}","{""trend_flat_vol_high"": 100.0, ""trend_up_vol_high"": 33.33333333333333}",,1,-87.07000,13.23000,short,-100.30000,500,347.15998,-401.01042,1370.74106,0.17029,0.40101,28.80000,2,0.00000,-85.14624,428.53161,0.00000,501.00822,-30.21272,-170.29249,0.00000,1,513.67785,999.00000,1,artifacts\research\xauusd\candidates\volatility_breakout__15m_overlap__exit_fastfail_15m_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\volatility_breakout__15m_overlap__exit_fastfail_15m_overlap_symbol_candidate_analysis.txt
opening_range_breakout__15m_overlap__exit_trend,Opening range breakout [15m_overlap] with trend-runner exits,entry_exit_family,15m_overlap,15m,overlap,opening_range_breakout,long_only,long_leg,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-87.07000,13.23000,short,-100.30000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\xauusd\candidates\opening_range_breakout__15m_overlap__exit_trend_15m_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\opening_range_breakout__15m_overlap__exit_trend_15m_overlap_symbol_candidate_analysis.txt
opening_range_breakout__15m_overlap__exit_fastfail,Opening range breakout [15m_overlap] with fast-fail exits,entry_exit_family,15m_overlap,15m,overlap,opening_range_breakout,long_only,long_leg,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-87.07000,13.23000,short,-100.30000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\xauusd\candidates\opening_range_breakout__15m_overlap__exit_fastfail_15m_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\opening_range_breakout__15m_overlap__exit_fastfail_15m_overlap_symbol_candidate_analysis.txt
xauusd_volatility_breakout__15m_overlap__exit_trend,XAUUSD-tuned volatility breakout [15m_overlap] with trend-runner exits,entry_exit_family,15m_overlap,15m,overlap,volatility_breakout,long_only,long_leg,395.75576,4,25.00000,1.93605,0.51356,2.71184,98.93894,0.20511,0.66103,0.77061,818.55132,-140.93186,5.80814,13.25000,trailing_stop,50.00000,1,0.00000,0.00000,trend_up_vol_high,trend_expansion,465.75936,trend_flat_vol_high,dislocated_chop,-70.00361,75.00000,0.86934,0.15030,"{""trend_flat_vol_high"": 1, ""trend_up_vol_high"": 3}","{""trend_flat_vol_high"": -70.00360653108449, ""trend_up_vol_high"": 465.7593630838006}","{""trend_flat_vol_high"": 0.0, ""trend_up_vol_high"": 2.320209685932971}","{""trend_flat_vol_high"": 0.0, ""trend_up_vol_high"": 33.33333333333333}",,1,-87.07000,13.23000,short,-100.30000,500,383.54877,-681.16995,2273.15450,0.35912,0.68117,33.00000,2,0.00000,-85.14624,733.40508,0.00000,501.90337,-182.49947,-170.29249,0.00000,1,818.55132,999.00000,1,artifacts\research\xauusd\candidates\xauusd_volatility_breakout__15m_overlap__exit_trend_15m_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\xauusd_volatility_breakout__15m_overlap__exit_trend_15m_overlap_symbol_candidate_analysis.txt
xauusd_volatility_breakout__15m_overlap__exit_fastfail,XAUUSD-tuned volatility breakout [15m_overlap] with fast-fail exits,entry_exit_family,15m_overlap,15m,overlap,volatility_breakout,long_only,long_leg,194.87323,4,50.00000,1.55237,0.40957,2.71043,48.71831,0.14968,0.27602,0.47580,273.83260,-176.39598,1.55237,7.75000,trailing_stop,50.00000,1,0.00000,0.00000,trend_up_vol_high,trend_expansion,160.88589,trend_flat_vol_high,dislocated_chop,33.98735,75.00000,1.00000,0.00000,"{""trend_flat_vol_high"": 1, ""trend_up_vol_high"": 3}","{""trend_flat_vol_high"": 33.987345527154694, ""trend_up_vol_high"": 160.88588921305453}","{""trend_flat_vol_high"": 999.0, ""trend_up_vol_high"": 1.4560361553714967}","{""trend_flat_vol_high"": 100.0, ""trend_up_vol_high"": 33.33333333333333}",,1,-87.07000,13.23000,short,-100.30000,500,182.66625,-681.16995,1358.53408,0.33090,0.68117,45.00000,2,0.00000,-85.14624,428.53161,0.00000,501.00822,-182.49947,-170.29249,0.00000,1,513.67785,999.00000,1,artifacts\research\xauusd\candidates\xauusd_volatility_breakout__15m_overlap__exit_fastfail_15m_overlap_symbol_candidate_trades.csv,artifacts\research\xauusd\candidates\xauusd_volatility_breakout__15m_overlap__exit_fastfail_15m_overlap_symbol_candidate_analysis.txt
