name,description,archetype,realized_pnl,closed_trades,win_rate_pct,profit_factor,max_drawdown_pct,total_costs,expectancy,sharpe_ratio,sortino_ratio,calmar_ratio,avg_win,avg_loss,payoff_ratio,avg_hold_bars,dominant_exit,dominant_exit_share_pct,component_count,combo_outperformance_score,combo_trade_overlap_pct,best_regime,best_unified_regime,best_regime_pnl,worst_regime,worst_unified_regime,worst_regime_pnl,dominant_regime_share_pct,regime_stability_score,regime_loss_ratio,regime_trade_count_by_label,regime_pnl_by_label,regime_pf_by_label,regime_win_rate_by_label,regime_filter_label,broker_swap_available,broker_swap_long,broker_swap_short,broker_preferred_carry_side,broker_carry_spread,walk_forward_windows,walk_forward_pass_rate_pct,walk_forward_avg_validation_pnl,walk_forward_avg_test_pnl,walk_forward_avg_validation_pf,walk_forward_avg_test_pf,train_pnl,validation_pnl,validation_profit_factor,validation_closed_trades,test_pnl,test_profit_factor,test_closed_trades,trade_log_path,trade_analysis_path
forex_breakout_momentum__5m_us__exit_trend,EURUSD breakout momentum baseline [5m_us] with trend-runner exits,entry_exit_family,-21.09518,48,20.83333,0.42591,0.02285,2.40000,-0.43948,-0.30716,-0.38511,-0.92329,1.56504,-0.96699,1.61847,12.06250,stop_loss,33.33333,1,0.00000,0.00000,trend_flat_vol_high,dislocated_chop,2.33207,trend_flat_vol_low,compressed_range,-18.05348,83.33333,0.09053,7.74140,"{""trend_flat_vol_high"": 1, ""trend_flat_vol_low"": 40, ""trend_flat_vol_mid"": 7}","{""trend_flat_vol_high"": 2.332068500000001, ""trend_flat_vol_low"": -18.05348375000304, ""trend_flat_vol_mid"": -5.373765000000457}","{""trend_flat_vol_high"": 999.0, ""trend_flat_vol_low"": 0.3045482225081905, ""trend_flat_vol_mid"": 0.5017949701156389}","{""trend_flat_vol_high"": 100.0, ""trend_flat_vol_low"": 20.0, ""trend_flat_vol_mid"": 14.285714285714285}",,1,-10.76000,0.22000,short,-10.98000,2,0.00000,-1.24457,0.55030,0.89640,1.09494,-20.50105,-4.61877,0.33551,10,1.34048,1.23086,9,artifacts\research\eurusd\candidates\forex_breakout_momentum__5m_us__exit_trend_5m_us_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\forex_breakout_momentum__5m_us__exit_trend_5m_us_symbol_candidate_analysis.txt
forex_breakout_momentum__5m_us__exit_fastfail,EURUSD breakout momentum baseline [5m_us] with fast-fail exits,entry_exit_family,-20.01521,48,20.83333,0.37053,0.02038,2.40000,-0.41698,-0.39582,-0.41612,-0.98204,1.17815,-0.83676,1.40800,9.33333,structure_exit,25.00000,1,0.00000,0.00000,trend_flat_vol_high,dislocated_chop,2.33207,trend_flat_vol_low,compressed_range,-16.17353,83.33333,0.09449,6.93527,"{""trend_flat_vol_high"": 1, ""trend_flat_vol_low"": 40, ""trend_flat_vol_mid"": 7}","{""trend_flat_vol_high"": 2.332068500000001, ""trend_flat_vol_low"": -16.17353075000238, ""trend_flat_vol_mid"": -6.1737450000002685}","{""trend_flat_vol_high"": 999.0, ""trend_flat_vol_low"": 0.2846861620404644, ""trend_flat_vol_mid"": 0.3279393905614983}","{""trend_flat_vol_high"": 100.0, ""trend_flat_vol_low"": 20.0, ""trend_flat_vol_mid"": 14.285714285714285}",,1,-10.76000,0.22000,short,-10.98000,2,0.00000,-1.85456,-1.85464,0.74739,0.64457,-13.37123,-4.33878,0.34959,10,-1.43945,0.70299,9,artifacts\research\eurusd\candidates\forex_breakout_momentum__5m_us__exit_fastfail_5m_us_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\forex_breakout_momentum__5m_us__exit_fastfail_5m_us_symbol_candidate_analysis.txt
forex_short_breakdown_momentum__5m_us__exit_trend,EURUSD short breakdown momentum baseline [5m_us] with trend-runner exits,entry_exit_family,-20.38423,74,33.78378,0.52187,0.02329,3.70000,-0.27546,-0.23499,-0.24927,-0.87518,0.88995,-0.87006,1.02286,10.16216,stop_loss,36.48649,1,0.00000,0.00000,trend_flat_vol_high,dislocated_chop,-0.34786,trend_flat_vol_low,compressed_range,-11.34689,91.89189,0.00000,999.00000,"{""trend_flat_vol_high"": 1, ""trend_flat_vol_low"": 68, ""trend_flat_vol_mid"": 5}","{""trend_flat_vol_high"": -0.34786450000002245, ""trend_flat_vol_low"": -11.346891000003339, ""trend_flat_vol_mid"": -8.689477250000715}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.6622516341918322, ""trend_flat_vol_mid"": 0.0}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 36.76470588235294, ""trend_flat_vol_mid"": 0.0}",,1,-10.76000,0.22000,short,-10.98000,2,0.00000,-5.45656,-1.05632,0.50050,0.74465,-13.86062,-4.31630,0.56673,20,-1.06691,0.68560,10,artifacts\research\eurusd\candidates\forex_short_breakdown_momentum__5m_us__exit_trend_5m_us_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\forex_short_breakdown_momentum__5m_us__exit_trend_5m_us_symbol_candidate_analysis.txt
forex_short_breakdown_momentum__5m_us__exit_fastfail,EURUSD short breakdown momentum baseline [5m_us] with fast-fail exits,entry_exit_family,-32.25204,75,26.66667,0.28522,0.03288,3.75000,-0.43003,-0.48376,-0.42241,-0.98082,0.64349,-0.82040,0.78436,5.94667,structure_exit,25.33333,1,0.00000,0.00000,trend_flat_vol_high,dislocated_chop,-1.45784,trend_flat_vol_low,compressed_range,-22.01476,92.00000,0.00000,999.00000,"{""trend_flat_vol_high"": 1, ""trend_flat_vol_low"": 69, ""trend_flat_vol_mid"": 5}","{""trend_flat_vol_high"": -1.457836750000113, ""trend_flat_vol_low"": -22.014760500003884, ""trend_flat_vol_mid"": -8.77944300000047}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.368924912620784, ""trend_flat_vol_mid"": 0.0}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 28.985507246376812, ""trend_flat_vol_mid"": 0.0}",,1,-10.76000,0.22000,short,-10.98000,2,0.00000,-10.10658,-4.98132,0.21271,0.19075,-14.95849,-8.89632,0.25427,20,-4.46689,0.08541,10,artifacts\research\eurusd\candidates\forex_short_breakdown_momentum__5m_us__exit_fastfail_5m_us_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\forex_short_breakdown_momentum__5m_us__exit_fastfail_5m_us_symbol_candidate_analysis.txt
eurusd_london_range_reclaim__5m_us__exit_trend,EURUSD London range reclaim [5m_us] with trend-runner exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\eurusd_london_range_reclaim__5m_us__exit_trend_5m_us_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_london_range_reclaim__5m_us__exit_trend_5m_us_symbol_candidate_analysis.txt
eurusd_london_range_reclaim__5m_us__exit_fastfail,EURUSD London range reclaim [5m_us] with fast-fail exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\eurusd_london_range_reclaim__5m_us__exit_fastfail_5m_us_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_london_range_reclaim__5m_us__exit_fastfail_5m_us_symbol_candidate_analysis.txt
eurusd_london_false_break_reversal__5m_us__exit_trend,EURUSD London false-break reversal around prior-day and overnight levels [5m_us] with trend-runner exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\eurusd_london_false_break_reversal__5m_us__exit_trend_5m_us_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_london_false_break_reversal__5m_us__exit_trend_5m_us_symbol_candidate_analysis.txt
eurusd_london_false_break_reversal__5m_us__exit_fastfail,EURUSD London false-break reversal around prior-day and overnight levels [5m_us] with fast-fail exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\eurusd_london_false_break_reversal__5m_us__exit_fastfail_5m_us_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_london_false_break_reversal__5m_us__exit_fastfail_5m_us_symbol_candidate_analysis.txt
eurusd_post_news_reclaim__5m_us__exit_trend,EURUSD post-news VWAP reclaim [5m_us] with trend-runner exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\eurusd_post_news_reclaim__5m_us__exit_trend_5m_us_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_post_news_reclaim__5m_us__exit_trend_5m_us_symbol_candidate_analysis.txt
eurusd_post_news_reclaim__5m_us__exit_fastfail,EURUSD post-news VWAP reclaim [5m_us] with fast-fail exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\eurusd_post_news_reclaim__5m_us__exit_fastfail_5m_us_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_post_news_reclaim__5m_us__exit_fastfail_5m_us_symbol_candidate_analysis.txt
forex_breakout_momentum__5m_overlap,EURUSD breakout momentum baseline [5m_overlap],single,-14.22553,31,22.58065,0.39000,0.01615,1.55000,-0.45889,-0.38015,-0.40161,-0.88075,1.29927,-0.97168,1.33713,10.19355,stop_loss,29.03226,1,0.00000,0.00000,trend_flat_vol_high,dislocated_chop,0.98210,trend_flat_vol_low,compressed_range,-9.23354,74.19355,0.06066,9.40182,"{""trend_flat_vol_high"": 1, ""trend_flat_vol_low"": 23, ""trend_flat_vol_mid"": 7}","{""trend_flat_vol_high"": 0.9821022499997224, ""trend_flat_vol_low"": -9.233543750001754, ""trend_flat_vol_mid"": -5.974084500000624}","{""trend_flat_vol_high"": 999.0, ""trend_flat_vol_low"": 0.3281664141405251, ""trend_flat_vol_mid"": 0.3761800585786002}","{""trend_flat_vol_high"": 100.0, ""trend_flat_vol_low"": 21.73913043478261, ""trend_flat_vol_mid"": 14.285714285714285}",,1,-10.76000,0.22000,short,-10.98000,2,0.00000,-2.12046,0.87125,0.38654,1.32493,-14.37081,-2.43711,0.28723,6,1.25138,1.49201,5,artifacts\research\eurusd\candidates\forex_breakout_momentum__5m_overlap_5m_overlap_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\forex_breakout_momentum__5m_overlap_5m_overlap_symbol_candidate_analysis.txt
forex_short_breakdown_momentum__5m_overlap,EURUSD short breakdown momentum baseline [5m_overlap],single,-9.86179,48,37.50000,0.62098,0.01078,2.40000,-0.20545,-0.17791,-0.18225,-0.91450,0.89765,-0.86732,1.03497,7.56250,trailing_stop,31.25000,1,0.00000,0.00000,trend_flat_vol_high,dislocated_chop,-0.34786,trend_flat_vol_mid,orderly_range,-8.47932,87.50000,0.00000,999.00000,"{""trend_flat_vol_high"": 1, ""trend_flat_vol_low"": 42, ""trend_flat_vol_mid"": 5}","{""trend_flat_vol_high"": -0.34786450000002245, ""trend_flat_vol_low"": -1.0346045000027073, ""trend_flat_vol_mid"": -8.479317000000513}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.9398215915129015, ""trend_flat_vol_mid"": 0.0}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 42.857142857142854, ""trend_flat_vol_mid"": 0.0}",,1,-10.76000,0.22000,short,-10.98000,2,0.00000,1.54364,-1.36770,1.50632,0.60488,-10.42418,3.85700,2.13064,12,-3.02890,0.12105,9,artifacts\research\eurusd\candidates\forex_short_breakdown_momentum__5m_overlap_5m_overlap_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\forex_short_breakdown_momentum__5m_overlap_5m_overlap_symbol_candidate_analysis.txt
eurusd_london_range_reclaim__5m_overlap,EURUSD London range reclaim [5m_overlap],single,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\eurusd_london_range_reclaim__5m_overlap_5m_overlap_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_london_range_reclaim__5m_overlap_5m_overlap_symbol_candidate_analysis.txt
eurusd_london_false_break_reversal__5m_overlap,EURUSD London false-break reversal around prior-day and overnight levels [5m_overlap],single,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},trend_flat_vol_mid,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\eurusd_london_false_break_reversal__5m_overlap_5m_overlap_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_london_false_break_reversal__5m_overlap_5m_overlap_symbol_candidate_analysis.txt
eurusd_post_news_reclaim__5m_overlap,EURUSD post-news VWAP reclaim [5m_overlap],single,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},trend_flat_vol_high,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\eurusd_post_news_reclaim__5m_overlap_5m_overlap_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_post_news_reclaim__5m_overlap_5m_overlap_symbol_candidate_analysis.txt
forex_breakout_momentum__5m_overlap__exit_trend,EURUSD breakout momentum baseline [5m_overlap] with trend-runner exits,entry_exit_family,-15.01551,31,22.58065,0.39503,0.02017,1.55000,-0.48437,-0.33805,-0.40036,-0.74439,1.40070,-1.03418,1.35440,11.61290,stop_loss,32.25806,1,0.00000,0.00000,trend_flat_vol_high,dislocated_chop,0.98210,trend_flat_vol_low,compressed_range,-11.83348,74.19355,0.05784,12.04913,"{""trend_flat_vol_high"": 1, ""trend_flat_vol_low"": 23, ""trend_flat_vol_mid"": 7}","{""trend_flat_vol_high"": 0.9821022499997224, ""trend_flat_vol_low"": -11.833478750002085, ""trend_flat_vol_mid"": -4.164129750000727}","{""trend_flat_vol_high"": 999.0, ""trend_flat_vol_low"": 0.22371646402027792, ""trend_flat_vol_mid"": 0.5651773628718693}","{""trend_flat_vol_high"": 100.0, ""trend_flat_vol_low"": 21.73913043478261, ""trend_flat_vol_mid"": 14.285714285714285}",,1,-10.76000,0.22000,short,-10.98000,2,0.00000,-2.28045,3.35119,0.32564,2.23502,-17.80072,-2.35711,0.29411,6,4.40130,2.73049,5,artifacts\research\eurusd\candidates\forex_breakout_momentum__5m_overlap__exit_trend_5m_overlap_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\forex_breakout_momentum__5m_overlap__exit_trend_5m_overlap_symbol_candidate_analysis.txt
forex_breakout_momentum__5m_overlap__exit_fastfail,EURUSD breakout momentum baseline [5m_overlap] with fast-fail exits,entry_exit_family,-13.83554,31,22.58065,0.36998,0.01550,1.55000,-0.44631,-0.40024,-0.40367,-0.89252,1.16070,-0.91502,1.26850,9.70968,structure_exit,25.80645,1,0.00000,0.00000,trend_flat_vol_high,dislocated_chop,0.98210,trend_flat_vol_low,compressed_range,-8.59356,74.19355,0.06216,8.75017,"{""trend_flat_vol_high"": 1, ""trend_flat_vol_low"": 23, ""trend_flat_vol_mid"": 7}","{""trend_flat_vol_high"": 0.9821022499997224, ""trend_flat_vol_low"": -8.59355975000155, ""trend_flat_vol_mid"": -6.224078250000636}","{""trend_flat_vol_high"": 999.0, ""trend_flat_vol_low"": 0.32460858948697224, ""trend_flat_vol_mid"": 0.32615234660514647}","{""trend_flat_vol_high"": 100.0, ""trend_flat_vol_low"": 21.73913043478261, ""trend_flat_vol_mid"": 14.285714285714285}",,1,-10.76000,0.22000,short,-10.98000,2,0.00000,-2.14046,0.44626,0.38488,1.21524,-13.34083,-2.47711,0.28391,6,1.03138,1.47455,5,artifacts\research\eurusd\candidates\forex_breakout_momentum__5m_overlap__exit_fastfail_5m_overlap_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\forex_breakout_momentum__5m_overlap__exit_fastfail_5m_overlap_symbol_candidate_analysis.txt
forex_short_breakdown_momentum__5m_overlap__exit_trend,EURUSD short breakdown momentum baseline [5m_overlap] with trend-runner exits,entry_exit_family,-8.08397,47,34.04255,0.70307,0.01102,2.35000,-0.17200,-0.12912,-0.14968,-0.73330,1.19635,-0.87825,1.36221,8.57447,stop_loss,31.91489,1,0.00000,0.00000,trend_flat_vol_low,compressed_range,1.26320,trend_flat_vol_mid,orderly_range,-8.99930,87.23404,0.11905,7.12422,"{""trend_flat_vol_high"": 1, ""trend_flat_vol_low"": 41, ""trend_flat_vol_mid"": 5}","{""trend_flat_vol_high"": -0.34786450000002245, ""trend_flat_vol_low"": 1.2631992499975135, ""trend_flat_vol_mid"": -8.999304000000624}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 1.070654858557632, ""trend_flat_vol_mid"": 0.0}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 39.02439024390244, ""trend_flat_vol_mid"": 0.0}",,1,-10.76000,0.22000,short,-10.98000,2,50.00000,3.94371,-1.60884,2.02116,0.55626,-11.31414,5.96705,2.74918,12,-3.51115,0.02293,8,artifacts\research\eurusd\candidates\forex_short_breakdown_momentum__5m_overlap__exit_trend_5m_overlap_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\forex_short_breakdown_momentum__5m_overlap__exit_trend_5m_overlap_symbol_candidate_analysis.txt
forex_short_breakdown_momentum__5m_overlap__exit_fastfail,EURUSD short breakdown momentum baseline [5m_overlap] with fast-fail exits,entry_exit_family,-13.84961,49,32.65306,0.47823,0.01448,2.45000,-0.28265,-0.28111,-0.27187,-0.95645,0.79338,-0.80436,0.98636,6.40816,structure_exit,28.57143,1,0.00000,0.00000,trend_flat_vol_high,dislocated_chop,-1.45784,trend_flat_vol_mid,orderly_range,-9.10930,87.75510,0.00000,999.00000,"{""trend_flat_vol_high"": 1, ""trend_flat_vol_low"": 43, ""trend_flat_vol_mid"": 5}","{""trend_flat_vol_high"": -1.457836750000113, ""trend_flat_vol_low"": -3.282474000002713, ""trend_flat_vol_mid"": -9.109301250000449}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.7945449033414559, ""trend_flat_vol_mid"": 0.0}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 37.2093023255814, ""trend_flat_vol_mid"": 0.0}",,1,-10.76000,0.22000,short,-10.98000,2,0.00000,-0.62138,-3.04269,0.94986,0.28877,-9.46203,0.77697,1.16430,12,-3.69889,0.10135,9,artifacts\research\eurusd\candidates\forex_short_breakdown_momentum__5m_overlap__exit_fastfail_5m_overlap_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\forex_short_breakdown_momentum__5m_overlap__exit_fastfail_5m_overlap_symbol_candidate_analysis.txt
eurusd_london_range_reclaim__5m_overlap__exit_trend,EURUSD London range reclaim [5m_overlap] with trend-runner exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\eurusd_london_range_reclaim__5m_overlap__exit_trend_5m_overlap_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_london_range_reclaim__5m_overlap__exit_trend_5m_overlap_symbol_candidate_analysis.txt
eurusd_london_range_reclaim__5m_overlap__exit_fastfail,EURUSD London range reclaim [5m_overlap] with fast-fail exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\eurusd_london_range_reclaim__5m_overlap__exit_fastfail_5m_overlap_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_london_range_reclaim__5m_overlap__exit_fastfail_5m_overlap_symbol_candidate_analysis.txt
eurusd_london_false_break_reversal__5m_overlap__exit_trend,EURUSD London false-break reversal around prior-day and overnight levels [5m_overlap] with trend-runner exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\eurusd_london_false_break_reversal__5m_overlap__exit_trend_5m_overlap_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_london_false_break_reversal__5m_overlap__exit_trend_5m_overlap_symbol_candidate_analysis.txt
eurusd_london_false_break_reversal__5m_overlap__exit_fastfail,EURUSD London false-break reversal around prior-day and overnight levels [5m_overlap] with fast-fail exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\eurusd_london_false_break_reversal__5m_overlap__exit_fastfail_5m_overlap_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_london_false_break_reversal__5m_overlap__exit_fastfail_5m_overlap_symbol_candidate_analysis.txt
eurusd_post_news_reclaim__5m_overlap__exit_trend,EURUSD post-news VWAP reclaim [5m_overlap] with trend-runner exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\eurusd_post_news_reclaim__5m_overlap__exit_trend_5m_overlap_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_post_news_reclaim__5m_overlap__exit_trend_5m_overlap_symbol_candidate_analysis.txt
eurusd_post_news_reclaim__5m_overlap__exit_fastfail,EURUSD post-news VWAP reclaim [5m_overlap] with fast-fail exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,1,-10.76000,0.22000,short,-10.98000,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\eurusd\candidates\eurusd_post_news_reclaim__5m_overlap__exit_fastfail_5m_overlap_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\eurusd_post_news_reclaim__5m_overlap__exit_fastfail_5m_overlap_symbol_candidate_analysis.txt
forex_breakout_momentum__15m_europe,EURUSD breakout momentum baseline [15m_europe],single,-24.85306,89,29.21348,0.62844,0.03019,4.45000,-0.27925,-0.17720,-0.21312,-0.82318,1.61676,-1.06173,1.52276,8.74157,stop_loss,28.08989,1,0.00000,0.00000,trend_flat_vol_mid,orderly_range,2.97832,trend_flat_vol_low,compressed_range,-23.30328,86.51685,0.09667,7.82430,"{""trend_flat_vol_high"": 1, ""trend_flat_vol_low"": 77, ""trend_flat_vol_mid"": 11}","{""trend_flat_vol_high"": -4.528095499999891, ""trend_flat_vol_low"": -23.303284500004825, ""trend_flat_vol_mid"": 2.9783202500000487}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.5397636157184269, ""trend_flat_vol_mid"": 1.253961913859432}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 28.57142857142857, ""trend_flat_vol_mid"": 36.36363636363637}",,1,-10.76000,0.22000,short,-10.98000,2,0.00000,-4.99890,-3.59087,0.58430,0.80850,-15.56342,-4.99495,0.67387,15,-4.88928,0.74367,22,artifacts\research\eurusd\candidates\forex_breakout_momentum__15m_europe_15m_europe_symbol_candidate_trades.csv,artifacts\research\eurusd\candidates\forex_breakout_momentum__15m_europe_15m_europe_symbol_candidate_analysis.txt
