name,description,archetype,realized_pnl,closed_trades,win_rate_pct,profit_factor,max_drawdown_pct,total_costs,expectancy,avg_win,avg_loss,payoff_ratio,avg_hold_bars,dominant_exit,dominant_exit_share_pct,component_count,combo_outperformance_score,combo_trade_overlap_pct,best_regime,best_unified_regime,best_regime_pnl,worst_regime,worst_unified_regime,worst_regime_pnl,dominant_regime_share_pct,regime_stability_score,regime_loss_ratio,regime_trade_count_by_label,regime_pnl_by_label,regime_pf_by_label,regime_win_rate_by_label,regime_filter_label,walk_forward_windows,walk_forward_pass_rate_pct,walk_forward_avg_validation_pnl,walk_forward_avg_test_pnl,walk_forward_avg_validation_pf,walk_forward_avg_test_pf,train_pnl,validation_pnl,validation_profit_factor,validation_closed_trades,test_pnl,test_profit_factor,test_closed_trades,trade_log_path,trade_analysis_path
gbpusd_london_breakout_reclaim__15m_overlap__exit_fastfail,GBPUSD London breakout reclaim continuation [15m_overlap] with fast-fail exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\gbpusd\candidates\gbpusd_london_breakout_reclaim__15m_overlap__exit_fastfail_15m_overlap_symbol_candidate_trades.csv,artifacts\research\gbpusd\candidates\gbpusd_london_breakout_reclaim__15m_overlap__exit_fastfail_15m_overlap_symbol_candidate_analysis.txt
gbpusd_overlap_impulse__15m_overlap__exit_trend,GBPUSD London/NY overlap impulse continuation [15m_overlap] with trend-runner exits,entry_exit_family,-27.25579,107,33.64486,0.74715,0.03625,5.35000,-0.25473,2.23721,-1.51824,1.47355,10.74766,trailing_stop,40.18692,1,0.00000,0.00000,trend_up_vol_low,orderly_trend,5.68394,trend_flat_vol_low,compressed_range,-21.61491,58.87850,0.21566,3.80281,"{""trend_down_vol_low"": 11, ""trend_down_vol_mid"": 7, ""trend_flat_vol_low"": 63, ""trend_flat_vol_mid"": 10, ""trend_up_vol_low"": 9, ""trend_up_vol_mid"": 7}","{""trend_down_vol_low"": -8.400849624134514, ""trend_down_vol_mid"": 0.32474915080945027, ""trend_flat_vol_low"": -21.614905902578986, ""trend_flat_vol_mid"": -7.576006255224421, ""trend_up_vol_low"": 5.683937401388456, ""trend_up_vol_mid"": 4.327286951273228}","{""trend_down_vol_low"": 0.16855869369080997, ""trend_down_vol_mid"": 1.0379024461352016, ""trend_flat_vol_low"": 0.6317488844554408, ""trend_flat_vol_mid"": 0.5840155628521189, ""trend_up_vol_low"": 2.6190098001919413, ""trend_up_vol_mid"": 1.4971467885404763}","{""trend_down_vol_low"": 27.27272727272727, ""trend_down_vol_mid"": 28.57142857142857, ""trend_flat_vol_low"": 31.746031746031743, ""trend_flat_vol_mid"": 30.0, ""trend_up_vol_low"": 44.44444444444444, ""trend_up_vol_mid"": 57.14285714285714}",,2,0.00000,-4.60641,-19.04171,0.76459,0.50050,-6.47217,-5.34005,0.77088,25,-13.41581,0.63799,31,artifacts\research\gbpusd\candidates\gbpusd_overlap_impulse__15m_overlap__exit_trend_15m_overlap_symbol_candidate_trades.csv,artifacts\research\gbpusd\candidates\gbpusd_overlap_impulse__15m_overlap__exit_trend_15m_overlap_symbol_candidate_analysis.txt
gbpusd_overlap_impulse__15m_overlap__exit_fastfail,GBPUSD London/NY overlap impulse continuation [15m_overlap] with fast-fail exits,entry_exit_family,-9.83860,113,38.05310,0.89737,0.03283,5.65000,-0.08707,2.00070,-1.36955,1.46084,7.18584,structure_exit,29.20354,1,0.00000,0.00000,trend_up_vol_mid,orderly_trend,6.46757,trend_flat_vol_low,compressed_range,-18.95843,58.40708,0.37751,2.93131,"{""trend_down_vol_low"": 13, ""trend_down_vol_mid"": 7, ""trend_flat_vol_high"": 1, ""trend_flat_vol_low"": 66, ""trend_flat_vol_mid"": 10, ""trend_up_vol_low"": 9, ""trend_up_vol_mid"": 7}","{""trend_down_vol_low"": -3.963338663578856, ""trend_down_vol_mid"": 2.774921958234104, ""trend_flat_vol_high"": -2.0771505243623087, ""trend_flat_vol_low"": -18.958428603275927, ""trend_flat_vol_mid"": 2.273747582362596, ""trend_up_vol_low"": 3.644081290018981, ""trend_up_vol_mid"": 6.467567675171165}","{""trend_down_vol_low"": 0.6324535988477447, ""trend_down_vol_mid"": 1.3676116767212183, ""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.6499770272619387, ""trend_flat_vol_mid"": 1.1949227760232408, ""trend_up_vol_low"": 2.0715500423640645, ""trend_up_vol_mid"": 2.038014703809625}","{""trend_down_vol_low"": 30.76923076923077, ""trend_down_vol_mid"": 42.857142857142854, ""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 36.36363636363637, ""trend_flat_vol_mid"": 40.0, ""trend_up_vol_low"": 44.44444444444444, ""trend_up_vol_mid"": 57.14285714285714}",,2,0.00000,-5.21192,-2.86263,0.70137,0.92492,-2.16090,-8.16012,0.58175,27,7.85807,1.26218,33,artifacts\research\gbpusd\candidates\gbpusd_overlap_impulse__15m_overlap__exit_fastfail_15m_overlap_symbol_candidate_trades.csv,artifacts\research\gbpusd\candidates\gbpusd_overlap_impulse__15m_overlap__exit_fastfail_15m_overlap_symbol_candidate_analysis.txt
gbpusd_prior_day_sweep_reversal__15m_overlap__exit_trend,GBPUSD prior-day sweep reversal in flat or transition regimes [15m_overlap] with trend-runner exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\gbpusd\candidates\gbpusd_prior_day_sweep_reversal__15m_overlap__exit_trend_15m_overlap_symbol_candidate_trades.csv,artifacts\research\gbpusd\candidates\gbpusd_prior_day_sweep_reversal__15m_overlap__exit_trend_15m_overlap_symbol_candidate_analysis.txt
gbpusd_prior_day_sweep_reversal__15m_overlap__exit_fastfail,GBPUSD prior-day sweep reversal in flat or transition regimes [15m_overlap] with fast-fail exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\gbpusd\candidates\gbpusd_prior_day_sweep_reversal__15m_overlap__exit_fastfail_15m_overlap_symbol_candidate_trades.csv,artifacts\research\gbpusd\candidates\gbpusd_prior_day_sweep_reversal__15m_overlap__exit_fastfail_15m_overlap_symbol_candidate_analysis.txt
forex_range_reversion__30m_europe,GBPUSD range reversion baseline [30m_europe],single,-5.78016,18,33.33333,0.55490,0.00654,0.90000,-0.32112,1.20102,-1.08219,1.10981,2.11111,signal_exit,77.77778,1,0.00000,0.00000,trend_flat_vol_high,dislocated_chop,-0.10879,trend_flat_vol_low,compressed_range,-4.09256,55.55556,0.00000,999.00000,"{""trend_flat_vol_high"": 1, ""trend_flat_vol_low"": 10, ""trend_flat_vol_mid"": 7}","{""trend_flat_vol_high"": -0.10879325290036873, ""trend_flat_vol_low"": -4.092559981442366, ""trend_flat_vol_mid"": -1.5788024037150343}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.5133706351221236, ""trend_flat_vol_mid"": 0.6466013971661981}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 30.0, ""trend_flat_vol_mid"": 42.857142857142854}",,2,0.00000,-2.44049,0.19257,0.42012,499.72297,-1.07010,-0.23202,0.84023,2,-0.83510,0.44594,2,artifacts\research\gbpusd\candidates\forex_range_reversion__30m_europe_30m_europe_symbol_candidate_trades.csv,artifacts\research\gbpusd\candidates\forex_range_reversion__30m_europe_30m_europe_symbol_candidate_analysis.txt
gbpusd_london_range_fade__30m_europe,GBPUSD London range fade around VWAP and session extremes [30m_europe],single,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},trend_flat_vol_mid,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\gbpusd\candidates\gbpusd_london_range_fade__30m_europe_30m_europe_symbol_candidate_trades.csv,artifacts\research\gbpusd\candidates\gbpusd_london_range_fade__30m_europe_30m_europe_symbol_candidate_analysis.txt
gbpusd_london_breakout_reclaim__30m_europe,GBPUSD London breakout reclaim continuation [30m_europe],single,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\gbpusd\candidates\gbpusd_london_breakout_reclaim__30m_europe_30m_europe_symbol_candidate_trades.csv,artifacts\research\gbpusd\candidates\gbpusd_london_breakout_reclaim__30m_europe_30m_europe_symbol_candidate_analysis.txt
gbpusd_prior_day_sweep_reversal__30m_europe,GBPUSD prior-day sweep reversal in flat or transition regimes [30m_europe],single,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},trend_flat_vol_mid,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\gbpusd\candidates\gbpusd_prior_day_sweep_reversal__30m_europe_30m_europe_symbol_candidate_trades.csv,artifacts\research\gbpusd\candidates\gbpusd_prior_day_sweep_reversal__30m_europe_30m_europe_symbol_candidate_analysis.txt
forex_range_reversion__30m_europe__exit_quick,GBPUSD range reversion baseline [30m_europe] with quick-fail mean reversion exits,entry_exit_family,-4.53024,18,33.33333,0.61400,0.00529,0.90000,-0.25168,1.20102,-0.97803,1.22800,1.94444,signal_exit,61.11111,1,0.00000,0.00000,trend_flat_vol_high,dislocated_chop,-0.10879,trend_flat_vol_low,compressed_range,-3.33261,55.55556,0.00000,999.00000,"{""trend_flat_vol_high"": 1, ""trend_flat_vol_low"": 10, ""trend_flat_vol_mid"": 7}","{""trend_flat_vol_high"": -0.10879325290036873, ""trend_flat_vol_low"": -3.332613587010701, ""trend_flat_vol_mid"": -1.088836965199718}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.5643681113896355, ""trend_flat_vol_mid"": 0.7262521586402266}","{""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 30.0, ""trend_flat_vol_mid"": 42.857142857142854}",,2,0.00000,-1.68054,0.19257,0.88127,499.72297,-0.58014,0.52792,1.76254,2,-0.83510,0.44594,2,artifacts\research\gbpusd\candidates\forex_range_reversion__30m_europe__exit_quick_30m_europe_symbol_candidate_trades.csv,artifacts\research\gbpusd\candidates\forex_range_reversion__30m_europe__exit_quick_30m_europe_symbol_candidate_analysis.txt
gbpusd_london_range_fade__30m_europe__exit_trend,GBPUSD London range fade around VWAP and session extremes [30m_europe] with trend-runner exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\gbpusd\candidates\gbpusd_london_range_fade__30m_europe__exit_trend_30m_europe_symbol_candidate_trades.csv,artifacts\research\gbpusd\candidates\gbpusd_london_range_fade__30m_europe__exit_trend_30m_europe_symbol_candidate_analysis.txt
gbpusd_london_range_fade__30m_europe__exit_fastfail,GBPUSD London range fade around VWAP and session extremes [30m_europe] with fast-fail exits,entry_exit_family,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,,0.00000,,,0.00000,0.00000,0.00000,0.00000,{},{},{},{},,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\gbpusd\candidates\gbpusd_london_range_fade__30m_europe__exit_fastfail_30m_europe_symbol_candidate_trades.csv,artifacts\research\gbpusd\candidates\gbpusd_london_range_fade__30m_europe__exit_fastfail_30m_europe_symbol_candidate_analysis.txt
